unit,unit_name,lesson,scene_idx,scene_id,scene_title,opener_jp,opener_zh,speaker,abc_guide,a_jp,a_zh,a_note,b_jp,b_zh,b_note,c_jp,c_zh,c_note
3,第3单元,9,2,l9_dlg_2,料理の感想,とても辛いですが、美味しいです。,非常辣，但很好吃。,小野,「料理の感想」· 料理の感想 · イ形容詞 · 小野应答。A＝课文「そうですか。私はちょっと辛すぎます。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですか。私はちょっと辛すぎます。,是吗。我觉得有点太辣了。,A 标准答（小野）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,私はちょっと辛すぎます。,我觉得有点太辣了。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,そうですか。私はちょっと辛すぎますね。,是吗。我觉得有点太辣了。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
3,第3单元,9,3,l9_dlg_3,料理の感想,そうですか。私はちょっと辛すぎます。,是吗。我觉得有点太辣了。,李,「料理の感想」· 料理の感想 · イ形容詞 · 李应答。A＝课文「じゃあ、これはどうですか。麻婆豆腐で…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,じゃあ、これはどうですか。麻婆豆腐です。,那么，这个怎么样？是麻婆豆腐。,A 标准答（李）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,麻婆豆腐です。,是麻婆豆腐。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,じゃあ、これはどうですか。麻婆豆腐でございます。,那么，这个怎么样？是麻婆豆腐。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
3,第3单元,9,4,l9_dlg_4,料理の感想,じゃあ、これはどうですか。麻婆豆腐です。,那么，这个怎么样？是麻婆豆腐。,小野,「料理の感想」· 料理の感想 · イ形容詞 · 小野应答。A＝课文「これも辛いですか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,これも辛いですか。,这个也辣吗？,A 标准答（小野）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,ええ、これも辛いですか。,这个也辣吗？,B 同场景变体：节奏快、信息略减（小野，可沟通）.,これも辛いでしょうか。,这个也辣吗？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
3,第3单元,9,5,l9_dlg_5,料理の感想,これも辛いですか。,这个也辣吗？,李,「料理の感想」· 料理の感想 · イ形容詞 · 李应答。A＝课文「いいえ、あまり辛くないです。ちょっと…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいえ、あまり辛くないです。ちょっと甘いです。,不，不太辣。有点甜。,A 标准答（李）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,ちょっと甘いです。,有点甜。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,いいえ、あまり辛くないです。ちょっと甘いでございます。,不，不太辣。有点甜。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
3,第3单元,9,6,l9_dlg_6,料理の感想,いいえ、あまり辛くないです。ちょっと甘いです。,不，不太辣。有点甜。,小野,「料理の感想」· 料理の感想 · イ形容詞 · 小野应答。A＝课文「そうですか。いただきます。…本当です…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですか。いただきます。…本当ですね。甘くておいしいです。,是吗。我开动了。……真的啊，又甜又好吃。,A 标准答（小野）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,甘くておいしいです。,……真的啊，又甜又好吃。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,そうですか。いただきます。…本当ですね。甘くておいしいでございます。,是吗。我开动了。……真的啊，又甜又好吃。,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
3,第3单元,9,7,l9_dlg_7,料理の感想,そうですか。いただきます。…本当ですね。甘くておいしいです。,是吗。我开动了。……真的啊，又甜又好吃。,李,「料理の感想」· 料理の感想 · イ形容詞 · 李应答。A＝课文「小野さんは辛いものが好きですか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,小野さんは辛いものが好きですか。,小野，你喜欢辣的吗？,A 标准答（李）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,ええ、小野さんは辛いものが好きですか。,小野，你喜欢辣的吗？,B 同场景变体：节奏快、信息略减（李，可沟通）.,小野さんは辛いものが好きでしょうか。,小野，你喜欢辣的吗？,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
3,第3单元,9,8,l9_dlg_8,料理の感想,小野さんは辛いものが好きですか。,小野，你喜欢辣的吗？,小野,「料理の感想」· 料理の感想 · イ形容詞 · 小野应答。A＝课文「いいえ、あまり好きじゃないです。李さ…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいえ、あまり好きじゃないです。李さんは？,不，不太喜欢。小李你呢？,A 标准答（小野）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,李さんは？,小李你呢？,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,いいえ、あまり好きじゃないです。李さんはでしょうか。,不，不太喜欢。小李你呢？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
3,第3单元,9,9,l9_dlg_9,料理の感想,いいえ、あまり好きじゃないです。李さんは？,不，不太喜欢。小李你呢？,李,「料理の感想」· 料理の感想 · イ形容詞 · 李应答。A＝课文「私は大好きです。でも、あまり辛すぎる…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,私は大好きです。でも、あまり辛すぎるのはちょっと…,我非常喜欢。不过太辣的话有点……,A 标准答（李）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,でも、あまり辛すぎるのはちょっと…。,我非常喜欢。不过太辣的话有点……,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,私は大好きです。でも、あまり辛すぎるのはちょっと…ね,我非常喜欢。不过太辣的话有点……,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
3,第3单元,9,10,l9_dlg_10,料理の感想,私は大好きです。でも、あまり辛すぎるのはちょっと…,我非常喜欢。不过太辣的话有点……,小野,「料理の感想」· 料理の感想 · イ形容詞 · 小野应答。A＝课文「そうですね。ちょうどいい味が一番です…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですね。ちょうどいい味が一番ですね。,是啊，恰到好处的味道最好。,A 标准答（小野）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,ちょうどいい味が一番ですね。,是啊，恰到好处的味道最好。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,そうですね。ちょうどいい味が一番ですねね。,是啊，恰到好处的味道最好。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
3,第3单元,9,11,l9_dlg_11,料理の感想,そうですね。ちょうどいい味が一番ですね。,是啊，恰到好处的味道最好。,李,「料理の感想」· 料理の感想 · イ形容詞 · 李应答。A＝课文「その通りです。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,その通りです。,说得对。,A 标准答（李）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,その通りだよ。,说得对。,B 口语体：です→だよ/るよ，轻松场合用（李，非错答）.,その通りでございます。,说得对。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
3,第3单元,9,12,l9_dlg_12,料理の感想,その通りです。,说得对。,小野,「料理の感想」· 料理の感想 · イ形容詞 · 小野应答。A＝课文「今度、私も四川料理を作ってみたいです…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,今度、私も四川料理を作ってみたいです。,下次我也想做做四川菜。,A 标准答（小野）：「料理の感想」· 料理の感想 · イ形容詞；与教材会話一致.,今度、私も四川料理を作ってみたいだよ。,下次我也想做做四川菜。,B 口语体：です→だよ/るよ，轻松场合用（小野，非错答）.,今度、私も四川料理を作ってみたいでございます。,下次我也想做做四川菜。,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
